Postcode,ABSTUDY_Living_allowance,ABSTUDY_Non_living_allowance,Age_Pension,Austudy,Carer_Allowance,Carer_Allowance_Child_Health_Care_Card_only,Carer_Payment,Commonwealth_Seniors_Health_Card,Double_Orphan_Pension,Disability_Support_Pension,Family_Tax_Benefit_Part_A,Family_Tax_Benefit_Part_B,Health_Care_Card,Low_Income_Card,Newstart_Allowance,Parenting_Payment_Partnered,Parenting_Payment_Single,Partner_Allowance,Pensioner_Concession_Card,Sickness_Allowance,Special_Benefit,Wife_Pension_Partner_on_Age_Pension,Wife_Pension_Partner_on_Disability_Support_Pension,Widow_Allowance,Widow_B_Pension,Youth_Allowance_other,Youth_Allowance_student_and_apprentice
2577,<20,<20,"1,982",22,363,<20,136,380,<20,541,"1,006",835,699,101,339,47,148,<20,"2,978",<20,<20,<20,<20,20,<20,54,67
2578,<20,<20,552,<20,49,<20,<20,100,<20,111,133,117,84,21,42,<20,<20,<20,711,<20,<20,<20,<20,<20,<20,<20,<20
2579,<20,<20,509,<20,115,<20,45,98,<20,139,251,203,178,22,76,<20,35,<20,760,<20,<20,<20,<20,<20,<20,<20,<20
2580,<20,<20,"3,658",64,806,25,278,426,<20,"1,351","2,110","1,772","1,749",262,954,125,420,<20,"6,107",<20,<20,<20,<20,49,<20,173,195
2581,<20,<20,169,<20,33,<20,<20,54,<20,56,123,95,82,21,36,<20,<20,<20,266,<20,<20,<20,<20,<20,<20,<20,<20
2582,<20,<20,"1,064",<20,223,<20,68,222,<20,291,685,566,416,77,127,23,97,<20,"1,565",<20,<20,<20,<20,<20,<20,21,41
2583,<20,<20,714,<20,114,<20,33,118,<20,163,294,244,258,50,98,25,40,<20,991,<20,<20,<20,<20,<20,<20,<20,<20
2584,<20,<20,69,<20,<20,<20,<20,<20,<20,32,41,30,23,<20,<20,<20,<20,<20,119,<20,<20,<20,<20,<20,<20,<20,<20
2585,<20,<20,48,<20,<20,<20,<20,<20,<20,<20,30,21,20,<20,<20,<20,<20,<20,77,<20,<20,<20,<20,<20,<20,<20,<20
2586,<20,<20,369,<20,80,<20,34,61,<20,138,210,176,143,26,55,<20,38,<20,601,<20,<20,<20,<20,<20,<20,<20,<20
2587,<20,<20,560,<20,106,<20,44,34,<20,184,221,174,162,<20,89,<20,50,<20,873,<20,<20,<20,<20,<20,<20,<20,<20
2588,<20,<20,36,<20,<20,<20,<20,<20,<20,20,24,<20,21,<20,<20,<20,<20,<20,67,<20,<20,<20,<20,<20,<20,<20,<20
2589,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
2590,<20,<20,"1,340",<20,276,<20,110,156,<20,451,534,426,397,57,219,26,121,<20,"2,108",<20,<20,<20,<20,<20,<20,37,28
2594,<20,<20,"1,606",<20,358,<20,140,174,<20,657,"1,113",905,808,89,372,87,224,<20,"2,775",<20,<20,<20,<20,<20,<20,78,43
2600,<20,<20,329,<20,70,<20,<20,226,<20,97,115,114,159,56,56,<20,<20,<20,476,<20,<20,<20,<20,<20,<20,<20,76
2601,<20,<20,21,29,<20,<20,<20,<20,<20,46,48,46,450,399,43,<20,<20,<20,92,<20,<20,<20,<20,<20,<20,<20,577
2602,<20,<20,"2,225",99,342,<20,85,440,<20,976,920,926,"1,255",491,538,43,176,<20,"3,619",<20,<20,<20,<20,<20,<20,65,583
2603,<20,<20,412,25,83,<20,<20,153,<20,236,156,153,249,62,134,<20,24,<20,711,<20,<20,<20,<20,<20,<20,<20,69
2604,<20,<20,578,<20,112,<20,38,100,<20,310,310,293,296,56,160,<20,70,<20,"1,048",<20,<20,<20,<20,<20,<20,<20,54
2605,<20,<20,"1,003",<20,138,<20,28,349,<20,216,255,276,259,75,86,<20,36,<20,"1,317",<20,<20,<20,<20,<20,<20,<20,77
2606,<20,<20,726,<20,98,<20,<20,155,<20,265,296,268,286,75,140,<20,46,<20,"1,079",<20,<20,<20,<20,<20,<20,26,67
2607,<20,<20,"1,246",<20,181,<20,37,441,<20,256,422,408,339,90,133,<20,50,<20,"1,628",<20,<20,<20,<20,<20,<20,21,78
2608,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
2609,<20,<20,98,<20,<20,<20,<20,<20,<20,59,36,31,68,<20,58,<20,<20,<20,180,<20,<20,<20,<20,<20,<20,<20,<20
2611,<20,<20,"2,304",26,354,<20,80,542,<20,533,842,782,685,148,265,30,132,<20,"3,121",<20,<20,<20,<20,<20,<20,56,151
2612,<20,<20,533,55,100,<20,32,211,<20,549,283,278,719,275,378,<20,63,<20,"1,265",<20,<20,<20,<20,<20,<20,44,353
2614,<20,<20,"1,765",39,282,<20,64,500,<20,451,722,714,667,175,283,43,122,<20,"2,516",<20,<20,<20,<20,<20,<20,50,215
2615,<20,<20,"2,917",76,850,39,221,528,<20,"1,178","2,669","2,506","1,901",451,699,124,463,<20,"5,041",<20,<20,<20,<20,20,<20,149,419
2616,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,37,21,<20,<20,<20,<20,28,<20,<20,<20,<20,<20,<20,<20,33
2617,<20,<20,"1,611",106,404,<20,82,406,<20,661,"1,077","1,035","1,576",736,486,59,156,<20,"2,664",<20,<20,<20,<20,21,<20,110,989
2618,<20,<20,79,<20,<20,<20,<20,49,<20,<20,36,27,24,<20,<20,<20,<20,<20,96,<20,<20,<20,<20,<20,<20,<20,<20
2619,<20,<20,289,<20,112,<20,<20,74,<20,66,263,276,161,22,37,<20,30,<20,406,<20,<20,<20,<20,<20,<20,<20,23
2620,<20,29,"2,737",39,615,22,170,370,<20,"1,202","1,992","1,759","1,433",192,666,60,363,<20,"4,672",<20,<20,<20,<20,22,<20,127,191
2621,<20,<20,283,<20,76,<20,<20,70,<20,78,233,214,126,27,30,<20,38,<20,425,<20,<20,<20,<20,<20,<20,<20,22
2622,<20,<20,422,<20,58,<20,23,89,<20,119,210,181,182,28,102,<20,40,<20,650,<20,<20,<20,<20,<20,<20,<20,<20
2623,<20,<20,45,<20,<20,<20,<20,<20,<20,22,44,36,28,<20,<20,<20,<20,<20,83,<20,<20,<20,<20,<20,<20,<20,<20
2624,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
2625,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
2626,<20,<20,38,<20,<20,<20,<20,<20,<20,<20,25,24,<20,<20,<20,<20,<20,<20,61,<20,<20,<20,<20,<20,<20,<20,<20
2627,<20,<20,225,<20,36,<20,<20,44,<20,63,261,200,214,34,79,<20,<20,<20,332,<20,<20,<20,<20,<20,<20,<20,<20
2628,<20,<20,221,<20,51,<20,21,20,<20,63,148,113,87,<20,38,<20,27,<20,346,<20,<20,<20,<20,<20,<20,<20,<20
2629,<20,<20,108,<20,<20,<20,<20,21,<20,32,28,<20,<20,<20,<20,<20,<20,<20,154,<20,<20,<20,<20,<20,<20,<20,<20
2630,<20,<20,"1,200",<20,209,<20,72,204,<20,447,620,488,504,71,238,53,87,<20,"1,873",<20,<20,<20,<20,<20,<20,52,44
2631,<20,<20,79,<20,<20,<20,<20,<20,<20,29,44,39,40,<20,<20,<20,<20,<20,126,<20,<20,<20,<20,<20,<20,<20,<20
2632,<20,<20,265,<20,50,<20,<20,33,<20,102,130,96,100,20,55,<20,<20,<20,427,<20,<20,<20,<20,<20,<20,<20,<20
2633,<20,<20,82,<20,<20,<20,<20,<20,<20,33,35,31,24,<20,<20,<20,<20,<20,132,<20,<20,<20,<20,<20,<20,<20,<20
2640,<20,41,"3,755",79,819,30,254,503,<20,"1,370","2,431","2,024","2,588",717,"1,206",140,477,<20,"6,285",<20,<20,<20,<20,30,<20,244,714
2641,<20,25,"2,093",24,473,<20,176,113,<20,890,"1,385","1,148","1,207",190,679,86,268,<20,"3,726",<20,<20,<20,<20,<20,<20,139,172
2642,<20,<20,417,<20,112,<20,52,97,<20,146,350,261,248,41,95,<20,39,<20,700,<20,<20,<20,<20,<20,<20,<20,24
2643,<20,<20,501,<20,97,<20,39,38,<20,113,215,166,138,20,82,<20,26,<20,730,<20,<20,<20,<20,<20,<20,<20,<20
2644,<20,<20,341,<20,66,<20,34,55,<20,87,185,150,122,<20,78,<20,24,<20,516,<20,<20,<20,<20,<20,<20,<20,<20
2645,<20,<20,78,<20,<20,<20,<20,<20,<20,26,34,21,27,<20,<20,<20,<20,<20,124,<20,<20,<20,<20,<20,<20,<20,<20
2646,<20,<20,"1,251",<20,194,<20,61,139,<20,229,556,441,399,66,203,22,92,<20,"1,730",<20,<20,<20,<20,<20,<20,36,25
2647,<20,<20,483,<20,71,<20,30,51,<20,81,142,104,115,30,63,<20,28,<20,655,<20,<20,<20,<20,<20,<20,<20,<20
2648,<20,<20,409,<20,88,<20,51,46,<20,148,159,143,183,22,117,<20,37,<20,685,<20,<20,<20,<20,<20,<20,<20,<20
2649,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
2650,59,131,"5,563",137,"1,320",84,455,760,<20,"2,118","4,050","3,337","4,067","1,324","1,426",222,843,<20,"9,486",<20,<20,<20,<20,36,<20,358,"1,489"
2651,<20,<20,108,<20,50,<20,<20,<20,<20,72,197,163,129,21,41,<20,30,<20,236,<20,<20,<20,<20,<20,<20,<20,<20
2652,<20,<20,436,<20,143,<20,51,117,<20,214,392,308,263,41,114,<20,59,<20,806,<20,<20,<20,<20,<20,<20,23,22
2653,<20,<20,360,<20,88,<20,41,37,<20,100,183,150,132,<20,68,<20,28,<20,556,<20,<20,<20,<20,<20,<20,<20,<20
2655,<20,<20,166,<20,42,<20,<20,37,<20,61,118,89,70,<20,30,<20,22,<20,275,<20,<20,<20,<20,<20,<20,<20,<20
2656,<20,<20,184,<20,43,<20,<20,37,<20,61,69,50,62,<20,<20,<20,<20,<20,272,<20,<20,<20,<20,<20,<20,<20,<20
2658,<20,<20,243,<20,45,<20,21,29,<20,82,121,81,91,<20,32,<20,<20,<20,385,<20,<20,<20,<20,<20,<20,<20,<20
2659,<20,<20,126,<20,22,<20,<20,24,<20,32,71,50,65,<20,27,<20,<20,<20,176,<20,<20,<20,<20,<20,<20,<20,<20
2660,<20,<20,251,<20,59,<20,21,25,<20,75,147,111,91,<20,42,<20,21,<20,396,<20,<20,<20,<20,<20,<20,<20,<20
2661,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
2663,<20,<20,568,<20,174,<20,78,46,<20,250,368,297,287,35,132,<20,78,<20,"1,022",<20,<20,<20,<20,<20,<20,<20,22
2665,<20,<20,314,<20,72,<20,37,74,<20,121,170,122,134,<20,63,<20,26,<20,513,<20,<20,<20,<20,<20,<20,<20,<20
2666,<20,<20,940,<20,166,<20,70,115,<20,238,423,341,282,46,132,26,74,<20,"1,380",<20,<20,<20,<20,<20,<20,23,23
2668,<20,<20,57,<20,25,<20,<20,<20,<20,48,55,47,38,<20,23,<20,<20,<20,139,<20,<20,<20,<20,<20,<20,<20,<20
2669,<20,<20,180,<20,38,<20,<20,79,<20,84,128,92,77,<20,35,<20,<20,<20,317,<20,<20,<20,<20,<20,<20,<20,<20
2671,<20,<20,583,<20,80,<20,27,113,<20,134,270,233,174,31,70,<20,47,<20,813,<20,<20,<20,<20,<20,<20,<20,<20
2672,<20,22,208,<20,56,<20,32,26,<20,99,165,137,146,23,67,<20,41,<20,401,<20,<20,<20,<20,<20,<20,<20,<20
2675,<20,<20,177,<20,29,<20,<20,24,<20,42,96,72,58,<20,32,<20,<20,<20,265,<20,<20,<20,<20,<20,<20,<20,<20
2678,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,43,41,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,43
2680,<20,42,"2,324",<20,658,22,259,427,<20,940,"1,974","1,530","1,408",153,661,130,319,<20,"4,089",<20,<20,<20,<20,<20,<20,157,98
2681,<20,<20,179,<20,38,<20,<20,27,<20,49,147,103,79,<20,34,<20,<20,<20,274,<20,<20,<20,<20,<20,<20,<20,<20
2682,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
2692,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
2700,<20,35,776,<20,229,<20,97,87,<20,265,472,373,354,30,165,24,128,<20,"1,325",<20,<20,<20,<20,<20,<20,50,<20
2701,<20,<20,325,<20,59,<20,<20,54,<20,75,160,117,109,23,36,<20,29,<20,457,<20,<20,<20,<20,<20,<20,<20,<20
2702,<20,<20,153,<20,30,<20,<20,<20,<20,44,68,54,47,<20,22,<20,<20,<20,228,<20,<20,<20,<20,<20,<20,<20,<20
2703,<20,<20,137,<20,34,<20,<20,<20,<20,29,86,63,63,<20,31,<20,<20,<20,208,<20,<20,<20,<20,<20,<20,<20,<20
2705,<20,27,"1,213",<20,324,<20,144,179,<20,459,903,700,651,76,315,52,177,<20,"2,130",<20,<20,<20,<20,<20,<20,84,38
2706,<20,<20,129,<20,56,<20,21,<20,<20,67,127,108,93,<20,42,<20,40,<20,281,<20,<20,<20,<20,<20,<20,<20,<20
2707,<20,<20,112,<20,25,<20,<20,40,<20,25,114,85,73,<20,20,<20,<20,<20,162,<20,<20,<20,<20,<20,<20,<20,<20
2708,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
2710,<20,<20,"1,529",<20,363,<20,129,196,<20,554,830,667,661,117,348,35,163,<20,"2,520",<20,<20,<20,<20,<20,<20,66,62
2711,<20,<20,454,<20,80,<20,34,54,<20,158,261,208,163,<20,85,<20,47,<20,725,<20,<20,<20,<20,<20,<20,<20,<20
2712,<20,<20,249,<20,31,<20,<20,43,<20,59,106,81,79,<20,43,<20,25,<20,367,<20,<20,<20,<20,<20,<20,<20,<20
2713,<20,<20,465,<20,93,<20,34,80,<20,131,227,173,183,34,82,<20,27,<20,690,<20,<20,<20,<20,<20,<20,<20,<20
2714,<20,<20,621,<20,95,<20,39,80,<20,120,183,146,151,25,97,<20,36,<20,852,<20,<20,<20,<20,<20,<20,<20,<20
2715,<20,<20,206,<20,45,<20,22,23,<20,82,131,100,73,<20,37,<20,26,<20,352,<20,<20,<20,<20,<20,<20,<20,<20
2716,<20,<20,184,<20,32,<20,<20,31,<20,45,79,59,66,<20,35,<20,<20,<20,269,<20,<20,<20,<20,<20,<20,<20,<20
2717,<20,<20,173,<20,55,<20,38,<20,<20,105,137,117,157,31,87,<20,39,<20,379,<20,<20,<20,<20,<20,<20,<20,<20
2720,<20,<20,"1,129",<20,216,<20,95,126,<20,387,634,559,465,64,253,34,127,<20,"1,843",<20,<20,<20,<20,<20,<20,70,28
2721,<20,<20,32,<20,<20,<20,<20,<20,<20,<20,31,26,<20,<20,<20,<20,<20,<20,64,<20,<20,<20,<20,<20,<20,<20,<20
2722,<20,<20,447,<20,102,<20,39,71,<20,131,262,212,188,24,93,21,29,<20,693,<20,<20,<20,<20,<20,<20,<20,<20
2725,<20,<20,69,<20,<20,<20,<20,<20,<20,28,30,25,24,<20,<20,<20,<20,<20,114,<20,<20,<20,<20,<20,<20,<20,<20
2726,<20,<20,34,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,43,<20,<20,<20,<20,<20,<20,<20,<20
2727,<20,<20,33,<20,<20,<20,<20,<20,<20,<20,27,25,21,<20,<20,<20,<20,<20,53,<20,<20,<20,<20,<20,<20,<20,<20
2729,<20,<20,239,<20,38,<20,<20,56,<20,51,134,110,97,<20,40,<20,<20,<20,327,<20,<20,<20,<20,<20,<20,<20,<20
2730,<20,<20,276,<20,49,<20,26,<20,<20,75,114,84,82,<20,57,<20,<20,<20,411,<20,<20,<20,<20,<20,<20,<20,<20
2731,<20,<20,"1,159",<20,202,<20,65,105,<20,174,405,307,308,77,158,<20,71,<20,"1,550",<20,<20,<20,<20,<20,<20,<20,<20
2732,<20,<20,354,<20,35,<20,<20,59,<20,60,121,90,98,23,42,<20,<20,<20,460,<20,<20,<20,<20,<20,<20,<20,<20
2733,<20,<20,79,<20,<20,<20,<20,<20,<20,30,43,33,28,<20,<20,<20,<20,<20,124,<20,<20,<20,<20,<20,<20,<20,<20
2734,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,20,<20,22,<20,<20,<20,<20,<20,21,<20,<20,<20,<20,<20,<20,<20,<20
2735,<20,<20,36,<20,<20,<20,<20,<20,<20,21,27,20,33,<20,<20,<20,<20,<20,75,<20,<20,<20,<20,<20,<20,<20,<20
2736,<20,<20,70,<20,<20,<20,<20,<20,<20,<20,25,22,21,<20,<20,<20,<20,<20,83,<20,<20,<20,<20,<20,<20,<20,<20
2737,<20,<20,52,<20,34,<20,<20,<20,<20,24,75,50,55,<20,<20,<20,<20,<20,107,<20,<20,<20,<20,<20,<20,<20,<20
2738,<20,<20,138,<20,33,<20,<20,27,<20,37,118,87,86,<20,28,<20,<20,<20,207,<20,<20,<20,<20,<20,<20,<20,<20
2739,<20,<20,140,<20,46,<20,<20,<20,<20,58,136,111,133,21,77,<20,28,<20,272,<20,<20,<20,<20,<20,<20,<20,<20
2745,<20,23,"1,355",29,668,84,167,171,<20,453,"1,855","1,617","1,182",181,370,60,284,<20,"2,443",<20,<20,<20,<20,22,<20,36,172
2747,22,44,"2,840",80,"1,183",122,466,146,<20,"1,585","3,425","3,024","2,662",423,"1,314",174,777,<20,"6,292",<20,<20,<20,<20,46,<20,212,371
2748,<20,<20,165,<20,48,<20,<20,59,<20,50,109,83,73,<20,30,<20,<20,<20,251,<20,<20,<20,<20,<20,<20,<20,<20
2749,<20,26,864,<20,531,50,177,83,<20,535,"1,454","1,249",973,126,388,48,292,<20,"2,081",<20,<20,<20,<20,<20,<20,96,111
2750,22,57,"4,910",91,"1,234",111,417,322,<20,"1,613","3,084","2,745","2,578",434,"1,299",149,637,<20,"8,165",<20,<20,<20,<20,58,<20,218,341
2751,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
2752,<20,<20,365,<20,110,23,33,26,<20,100,355,286,213,28,78,<20,59,<20,601,<20,<20,<20,<20,<20,<20,<20,28
2753,<20,<20,"1,675",30,440,24,160,202,<20,530,"1,267","1,115",958,204,424,62,213,<20,"2,784",<20,<20,<20,<20,<20,<20,74,204
2754,<20,<20,549,<20,155,<20,67,76,<20,197,439,407,262,48,115,23,77,<20,958,<20,<20,<20,<20,<20,<20,26,39
2755,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
2756,21,34,"2,299",42,786,60,260,260,<20,"1,006","2,696","2,291","1,810",269,878,94,481,<20,"4,477",<20,<20,<20,<20,27,<20,129,242
2757,<20,<20,93,<20,20,<20,<20,25,<20,<20,56,49,34,<20,<20,<20,<20,<20,129,<20,<20,<20,<20,<20,<20,<20,<20
2758,<20,<20,653,<20,172,<20,49,151,<20,143,444,360,317,62,108,20,37,<20,931,<20,<20,<20,<20,<20,<20,<20,53
2759,<20,22,"1,334",42,713,78,264,63,<20,637,"2,207","1,903","1,459",254,589,107,366,<20,"2,860",<20,<20,<20,<20,28,<20,85,249
2760,22,53,"3,013",48,"1,155",84,557,103,<20,"1,471","3,160","2,788","2,611",354,"1,367",181,798,<20,"6,485",<20,<20,22,<20,54,<20,263,312
2761,<20,29,"1,331",56,887,129,393,57,<20,717,"2,939","2,448","2,124",400,771,208,412,<20,"3,205",<20,27,<20,<20,49,<20,115,412
2762,<20,<20,299,<20,78,<20,20,65,<20,80,279,252,199,44,85,<20,42,<20,490,<20,<20,<20,<20,<20,<20,<20,27
2763,<20,32,"1,422",56,640,61,252,117,<20,621,"2,412","2,114","1,691",354,645,140,308,<20,"2,904",<20,<20,<20,<20,33,<20,96,339
2765,<20,20,"1,403",23,363,<20,142,157,<20,511,958,824,782,128,376,46,190,<20,"2,441",<20,<20,<20,<20,<20,<20,60,93
2766,<20,<20,"1,337",26,458,37,233,52,<20,458,"1,363","1,156","1,057",220,454,78,206,<20,"2,453",<20,<20,<20,<20,28,<20,61,204
2767,<20,43,"1,445",41,786,62,425,76,<20,"1,021","1,878","1,659","1,571",287,792,106,352,<20,"3,625",<20,23,<20,<20,50,<20,126,295
2768,<20,<20,"1,143",36,447,37,156,128,<20,387,"1,661","1,490","1,124",290,306,95,136,<20,"1,978",<20,<20,<20,<20,29,<20,23,265
2769,<20,<20,140,<20,93,<20,26,<20,<20,62,355,350,223,45,52,25,<20,<20,264,<20,<20,<20,<20,<20,<20,<20,48
2770,69,244,"5,287",137,"3,171",213,"1,896",101,<20,"3,880","8,158","7,445","6,980",982,"3,625",693,"2,130",31,"15,023",27,44,50,48,118,<20,724,880
2773,<20,<20,523,<20,115,<20,23,119,<20,101,243,244,210,52,84,<20,33,<20,719,<20,<20,<20,<20,<20,<20,<20,51
2774,<20,<20,"1,301",24,272,28,73,138,<20,267,697,649,578,109,266,28,104,<20,"1,876",<20,<20,<20,<20,<20,<20,31,94
2775,<20,<20,201,<20,38,<20,<20,40,<20,75,87,75,80,<20,49,<20,<20,<20,330,<20,<20,<20,<20,<20,<20,<20,<20
2776,<20,<20,397,<20,91,<20,21,50,<20,87,251,229,210,58,75,<20,38,<20,583,<20,<20,<20,<20,<20,<20,<20,51
2777,<20,<20,"2,094",31,364,34,94,209,<20,392,"1,053",938,828,198,297,35,134,<20,"2,848",<20,<20,<20,<20,<20,<20,53,159
2778,<20,<20,214,<20,53,<20,<20,35,<20,67,167,161,138,25,66,<20,23,<20,353,<20,<20,<20,<20,<20,<20,<20,21
2779,<20,<20,491,26,114,<20,31,29,<20,160,410,378,312,81,120,24,55,<20,806,<20,<20,<20,<20,<20,<20,<20,65
2780,<20,<20,"1,879",74,317,<20,143,242,<20,918,992,890,"1,125",210,712,80,189,<20,"3,403",<20,<20,<20,<20,31,<20,78,123
2781,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
2782,<20,<20,"1,003",20,134,<20,50,127,<20,221,400,365,335,65,170,27,76,<20,"1,419",<20,<20,<20,<20,<20,<20,21,45
2783,<20,<20,327,<20,79,<20,31,21,<20,107,217,184,200,41,94,<20,42,<20,553,<20,<20,<20,<20,<20,<20,<20,31
2784,<20,<20,113,<20,26,<20,<20,<20,<20,51,103,93,104,27,48,<20,<20,<20,216,<20,<20,<20,<20,<20,<20,<20,<20
2785,<20,<20,747,21,119,<20,53,118,<20,210,321,281,279,41,152,28,59,<20,"1,140",<20,<20,<20,<20,<20,<20,<20,21
2786,<20,<20,164,<20,29,<20,<20,23,<20,61,95,89,74,<20,52,<20,<20,<20,290,<20,<20,<20,<20,<20,<20,<20,<20
2787,<20,<20,557,<20,114,<20,58,92,<20,195,318,280,240,37,124,20,50,<20,905,<20,<20,<20,<20,<20,<20,<20,<20
2790,<20,<20,"2,464",<20,555,<20,233,160,<20,"1,010","1,026",978,"1,120",138,698,85,264,<20,"4,215",<20,<20,<20,<20,<20,<20,142,73
2791,<20,<20,59,<20,<20,<20,<20,<20,<20,<20,22,<20,<20,<20,<20,<20,<20,<20,86,<20,<20,<20,<20,<20,<20,<20,<20
2792,<20,<20,52,<20,<20,<20,<20,<20,<20,<20,27,24,20,<20,21,<20,<20,<20,82,<20,<20,<20,<20,<20,<20,<20,<20
2793,<20,<20,173,<20,41,<20,24,20,<20,95,62,43,63,<20,46,<20,<20,<20,315,<20,<20,<20,<20,<20,<20,<20,<20
2794,<20,45,"1,799",<20,408,<20,170,226,<20,706,959,767,834,98,431,73,209,<20,"3,037",<20,<20,<20,<20,<20,<20,94,54
2795,54,82,"4,295",111,"1,000",57,373,557,<20,"1,703","2,988","2,566","2,951","1,056","1,069",182,660,<20,"7,476",<20,<20,<20,<20,24,<20,243,"1,288"
2797,<20,<20,66,<20,<20,<20,<20,<20,<20,21,34,30,26,<20,<20,<20,<20,<20,109,<20,<20,<20,<20,<20,<20,<20,<20
2798,<20,<20,154,<20,45,<20,<20,52,<20,37,118,103,76,<20,28,<20,<20,<20,235,<20,<20,<20,<20,<20,<20,<20,<20
2799,<20,<20,515,<20,132,<20,46,66,<20,195,336,283,248,26,139,<20,64,<20,887,<20,<20,<20,<20,<20,<20,<20,<20
2800,39,114,"4,650",63,"1,017",69,348,486,<20,"2,125","3,142","2,758","2,554",490,"1,112",174,727,<20,"8,305",<20,<20,<20,<20,32,<20,290,448
2803,<20,<20,43,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,68,<20,<20,<20,<20,<20,<20,<20,<20
2804,<20,<20,477,<20,90,<20,32,51,<20,168,218,179,212,33,114,<20,33,<20,752,<20,<20,<20,<20,<20,<20,24,25
2805,<20,<20,73,<20,<20,<20,<20,<20,<20,26,40,30,28,<20,<20,<20,<20,<20,113,<20,<20,<20,<20,<20,<20,<20,<20
2806,<20,<20,150,<20,32,<20,<20,<20,<20,33,60,46,47,<20,<20,<20,<20,<20,211,<20,<20,<20,<20,<20,<20,<20,<20
2807,<20,<20,70,<20,23,<20,<20,<20,<20,35,35,32,39,<20,23,<20,<20,<20,140,<20,<20,<20,<20,<20,<20,<20,<20
2808,<20,<20,34,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,60,<20,<20,<20,<20,<20,<20,<20,<20
2809,<20,<20,35,<20,<20,<20,<20,<20,<20,25,<20,<20,<20,<20,<20,<20,<20,<20,75,<20,<20,<20,<20,<20,<20,<20,<20
2810,<20,<20,595,<20,118,<20,60,83,<20,195,225,178,185,34,81,20,34,<20,904,<20,<20,<20,<20,<20,<20,<20,<20
2818,<20,<20,97,<20,28,<20,<20,22,<20,21,67,52,52,<20,23,<20,<20,<20,138,<20,<20,<20,<20,<20,<20,<20,<20
2820,21,65,"1,083",<20,258,<20,120,120,<20,532,692,583,670,63,405,49,222,<20,"2,075",<20,<20,<20,<20,<20,<20,88,31
2821,<20,48,615,<20,111,<20,45,103,<20,212,447,396,351,36,188,26,128,<20,"1,050",<20,<20,<20,<20,<20,<20,37,<20
2823,<20,<20,201,<20,39,<20,<20,32,<20,58,109,91,84,<20,45,<20,31,<20,325,<20,<20,<20,<20,<20,<20,<20,<20
2824,<20,24,302,<20,72,<20,34,53,<20,99,195,157,152,<20,107,<20,46,<20,505,<20,<20,<20,<20,<20,<20,<20,<20
2825,<20,<20,324,<20,47,<20,<20,45,<20,86,215,176,153,<20,81,<20,59,<20,504,<20,<20,<20,<20,<20,<20,<20,<20
2826,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,25,<20,<20,<20,<20,<20,<20,<20,<20
2827,<20,47,610,<20,113,<20,50,77,<20,216,346,289,312,36,168,22,89,<20,"1,024",<20,<20,<20,<20,<20,<20,28,<20
